File = D:\moldex3D\Ray_project_0802_2\Ray_project_0802\Ray_project_0802\Report\XYPlot\保壓-壓力31.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,保壓-壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
組別 7 : Pp:90 MPa_Pt:1.3 s. (MPa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (sec),runner_core ,Time (sec),SN18_core ,Time (sec),SN11_core ,Time (sec),SN4_core ,Time (sec),SN21 ,Time (sec),SN20 ,Time (sec),SN19 ,Time (sec),SN18 ,Time (sec),SN17 ,Time (sec),SN16 ,Time (sec),SN15 ,Time (sec),SN14 ,Time (sec),SN13 ,Time (sec),SN12 ,Time (sec),SN11 ,Time (sec),SN10 ,Time (sec),SN9 ,Time (sec),SN8 ,Time (sec),SN7 ,Time (sec),SN6 ,Time (sec),SN5 ,Time (sec),SN4 ,Time (sec),SN3 ,Time (sec),SN2 ,Time (sec),SN1 ,Time (sec),gate,Time (sec),runner ,Time (sec),sprue
0.340891,0.424397,1.15295,0.33959,1.15295,0.33959,0.893954,0.0373724,1.69397,0.114626,1.69397,0.125671,1.69397,0.0988436,1.49586,0,1.33581,0.00550884,1.31935,0.00244142,1.33581,0.017019,1.2332,0.908822,1.2332,1.06001,1.2332,0.86944,1.15295,0.280357,1.08659,0.643612,1.08659,0.710074,1.08659,0.611966,1.02177,0.0123211,1.02177,0.00103935,1.04048,0.323567,0.893954,0.00600362,0.795146,0,0.764475,0.000934551,0.795146,0,0.731117,0.120977,0.340891,0.424397,0.0162609,1.83814
0.357398,0.76837,1.16898,1.84387,1.16898,1.84387,0.912694,0.283434,1.72159,0.306698,1.72159,0.292569,1.72159,0.29355,1.51142,0.0663575,1.35255,0.173238,1.33581,0.0892607,1.35255,0.157596,1.25005,2.47081,1.25005,2.57714,1.25005,2.44538,1.16898,1.83862,1.10496,2.52522,1.10496,2.58468,1.10496,2.50868,1.04048,0.337614,1.04048,0.395152,1.05747,0.692628,0.912694,0.282579,0.814555,0.334294,0.781084,0.353766,0.814555,0.337541,0.74595,0.435172,0.357398,0.76837,0.0332613,7.2447
0.37389,1.10672,1.18496,3.54457,1.18496,3.54457,0.926843,0.546754,1.73017,25.6309,1.73017,25.7927,1.73017,25.6558,1.52674,0.223647,1.3686,0.297928,1.35255,0.241048,1.3686,0.281913,1.26963,3.1645,1.26963,3.23233,1.26963,3.14415,1.18496,3.53867,1.12095,4.30885,1.12095,4.3625,1.12095,4.29363,1.05747,0.723876,1.05747,0.847263,1.07113,2.33078,0.926843,0.546436,0.828624,0.682599,0.795146,0.574019,0.828624,0.678,0.764475,0.806558,0.37389,1.10672,0.0488795,10.1725
0.390403,1.45028,1.20102,5.48024,1.20102,5.48024,0.941037,0.814526,1.74003,40.6467,1.74003,40.6637,1.74003,40.6384,1.54201,0.342973,1.3844,0.428457,1.3686,0.375791,1.3844,0.410083,1.28298,3.5319,1.28298,3.59744,1.28298,3.51091,1.20102,5.47377,1.13692,6.29625,1.13692,6.34093,1.13692,6.27714,1.07113,2.35816,1.07113,2.40424,1.08659,4.05215,0.941037,0.8142,0.847343,1.08791,0.814555,0.910643,0.847343,1.07757,0.781084,1.12637,0.390403,1.45028,0.065143,11.0514
0.406846,1.79511,1.21714,7.63264,1.21714,7.63264,0.959976,1.19135,1.75137,52.9012,1.75137,52.926,1.75137,52.8868,1.55728,0.465752,1.40001,0.549862,1.3844,0.510418,1.40001,0.526054,1.29939,4.02293,1.29939,4.09827,1.29939,3.99759,1.21714,7.62567,1.15295,8.49942,1.15295,8.53952,1.15295,8.47881,1.08659,4.07272,1.08659,4.09442,1.10496,6.22237,0.959976,1.19106,0.861346,1.39068,0.828624,1.17847,0.861346,1.37919,0.795146,1.3607,0.406846,1.79511,0.0818955,11.9243
0.423317,2.12213,1.2332,9.98378,1.2332,9.98378,0.974211,1.48315,1.76441,61.7664,1.76441,61.7891,1.76441,61.7543,1.58021,0.632374,1.4156,0.659357,1.40001,0.634744,1.4156,0.634383,1.31935,4.60755,1.31935,4.70614,1.31935,4.57786,1.2332,9.97642,1.16898,10.8859,1.16898,10.9204,1.16898,10.8638,1.10496,6.23803,1.10496,6.25313,1.12095,8.28974,0.974211,1.48288,0.880055,1.80146,0.847343,1.54286,0.880055,1.79177,0.814555,1.74843,0.423317,2.12213,0.0976794,12.6673
0.439781,2.45055,1.25005,12.5686,1.25005,12.5686,0.993229,1.88809,1.7794,67.5167,1.7794,67.5338,1.7794,67.5074,1.59636,0.775718,1.43157,0.798402,1.4156,0.749291,1.43157,0.77,1.33581,5.05009,1.33581,5.15384,1.33581,5.02003,1.25005,12.561,1.18496,13.4307,1.18496,13.4602,1.18496,13.4075,1.12095,8.30452,1.12095,8.31698,1.13692,10.5432,0.993229,1.88787,0.893954,2.11564,0.861346,1.83097,0.893954,2.10491,0.828624,2.04763,0.439781,2.45055,0.114229,13.2546
0.454236,2.75886,1.26963,14.4234,1.26963,14.4234,1.00751,2.2044,1.79665,70.8597,1.79665,70.873,1.79665,70.8526,1.61234,0.901801,1.44737,0.91827,1.43157,0.893711,1.44737,0.889016,1.35255,5.44654,1.35255,5.56073,1.35255,5.4186,1.26963,14.4153,1.20102,16.1324,1.20102,16.158,1.20102,16.1094,1.13692,10.5585,1.13692,10.5676,1.15295,12.9899,1.00751,2.20419,0.912694,2.53254,0.880055,2.2338,0.912694,2.5204,0.847343,2.44491,0.454236,2.75886,0.130941,13.7025
0.470897,3.05825,1.28298,15.5336,1.28298,15.5336,1.02177,2.52941,1.81648,72.5785,1.81648,72.5896,1.81648,72.5731,1.62807,1.05077,1.46353,1.02701,1.44737,1.02068,1.46353,0.9969,1.3686,5.78179,1.3686,5.90821,1.3686,5.75138,1.28298,15.5254,1.21714,18.9795,1.21714,19.0004,1.21714,18.9565,1.15295,13.0052,1.15295,13.0109,1.16898,15.5889,1.02177,2.52922,0.926843,2.86332,0.893954,2.54624,0.926843,2.85091,0.861346,2.75451,0.470897,3.05825,0.147825,14.0695
0.487338,3.20132,1.29939,16.925,1.29939,16.925,1.04048,2.97597,1.83928,73.2805,1.83928,73.2904,1.83928,73.2766,1.69397,1.64204,1.47962,1.16042,1.46353,1.1342,1.47962,1.12833,1.3844,6.08424,1.3844,6.22386,1.3844,6.05126,1.29939,16.9166,1.2332,21.9446,1.2332,21.9595,1.2332,21.9222,1.16898,15.6043,1.16898,15.6059,1.18496,18.3131,1.04048,2.9758,0.941037,3.20207,0.912694,2.96255,0.941037,3.18886,0.880055,3.18385,0.487338,3.20132,0.164743,14.284
