File = D:\moldex3D\Ray_project_0802\Report\XYPlot\保壓-壓力19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,保壓-壓力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
組別 19 : Pp:80 MPa_Pt:0.5 s. (MPa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (sec),runner_core ,Time (sec),SN18_core ,Time (sec),SN11_core ,Time (sec),SN4_core ,Time (sec),SN21 ,Time (sec),SN20 ,Time (sec),SN19 ,Time (sec),SN18 ,Time (sec),SN17 ,Time (sec),SN16 ,Time (sec),SN15 ,Time (sec),SN14 ,Time (sec),SN13 ,Time (sec),SN12 ,Time (sec),SN11 ,Time (sec),SN10 ,Time (sec),SN9 ,Time (sec),SN8 ,Time (sec),SN7 ,Time (sec),SN6 ,Time (sec),SN5 ,Time (sec),SN4 ,Time (sec),SN3 ,Time (sec),SN2 ,Time (sec),SN1 ,Time (sec),gate,Time (sec),runner ,Time (sec),sprue
0.324529,0.0628916,1.49533,0.0123075,1.15294,0.339382,0.89386,0.0354963,1.69395,0.116452,1.69395,0.123174,1.69395,0.099142,1.49533,0,1.33575,0.00481055,1.31929,0.00338799,1.33575,0.0170256,1.23317,0.906718,1.23317,1.06264,1.23317,0.859517,1.15294,0.280486,1.08659,0.642737,1.08659,0.710541,1.08659,0.611938,1.02175,0.0126218,1.02175,0.00357444,1.04047,0.323564,0.89386,0.00637253,0.794616,0,0.764608,0.0008544,0.794616,0,0.731235,0.132058,0.34096,0.425056,0.0162608,1.83808
0.34096,0.424714,1.51112,0.0877799,1.16896,1.84395,0.912637,0.283377,1.72513,1.09198,1.72513,1.7982,1.72513,0.799879,1.51112,0.0520248,1.35255,0.171762,1.33575,0.0877796,1.35255,0.158008,1.25007,2.47455,1.25007,2.57889,1.25007,2.44564,1.16896,1.83872,1.10496,2.5258,1.10496,2.58363,1.10496,2.50821,1.04047,0.337611,1.04047,0.395042,1.05746,0.691831,0.912637,0.28254,0.814193,0.321278,0.780387,0.333248,0.814193,0.322766,0.746073,0.440678,0.35745,0.769317,0.0332607,7.2442
0.35745,0.775671,1.52654,0.219184,1.18494,3.54206,0.926785,0.546052,1.7337,26.3011,1.7337,26.1736,1.7337,26.5109,1.52654,0.221365,1.3686,0.297403,1.35255,0.240517,1.3686,0.28153,1.26969,3.16742,1.26969,3.2351,1.26969,3.14779,1.18494,3.53617,1.12095,4.30904,1.12095,4.36257,1.12095,4.29274,1.05746,0.723855,1.05746,0.84682,1.07112,2.33142,0.926785,0.545767,0.8283,0.671217,0.794616,0.560996,0.8283,0.667607,0.764608,0.817934,0.373934,1.10885,0.0488784,10.172
0.373934,1.11572,1.54183,0.336636,1.20099,5.47666,0.940988,0.81302,1.74356,40.2097,1.74356,40.2066,1.74356,40.2209,1.54183,0.339175,1.3844,0.428088,1.3686,0.375241,1.3844,0.40977,1.28299,3.53401,1.28299,3.59898,1.28299,3.51254,1.20099,5.4702,1.13692,6.29573,1.13692,6.34048,1.13692,6.27632,1.07112,2.35724,1.07112,2.40463,1.08659,4.05219,0.940988,0.81271,0.846998,1.08089,0.814193,0.898772,0.846998,1.07159,0.780387,1.10868,0.390443,1.45083,0.0651419,11.0506
0.390443,1.45771,1.55718,0.460444,1.21711,7.62786,0.959928,1.19091,1.7549,51.2194,1.7549,51.2216,1.7549,51.2166,1.55718,0.463016,1.40001,0.549539,1.3844,0.509248,1.40001,0.526251,1.2994,4.02266,1.2994,4.09748,1.2994,3.99725,1.21711,7.6209,1.15294,8.49854,1.15294,8.53866,1.15294,8.47775,1.08659,4.07209,1.08659,4.09417,1.10496,6.22169,0.959928,1.19064,0.861035,1.38357,0.8283,1.16972,0.861035,1.3713,0.794616,1.34637,0.406852,1.79537,0.0818941,11.9232
0.406852,1.80207,1.57306,0.566411,1.23317,9.97656,0.974172,1.48233,1.76794,60.0118,1.76794,60.0173,1.76794,60.0094,1.57306,0.569015,1.41559,0.680643,1.40001,0.634592,1.41559,0.65442,1.31929,4.60601,1.31929,4.70559,1.31929,4.57827,1.23317,9.9692,1.16896,10.8846,1.16896,10.9192,1.16896,10.8624,1.10496,6.23741,1.10496,6.25247,1.12095,8.2892,0.974172,1.48207,0.879814,1.79337,0.846998,1.5361,0.879814,1.7841,0.814193,1.73582,0.423277,2.13614,0.0976778,12.6659
0.423277,2.1426,1.59648,0.784124,1.25007,12.5703,0.993188,1.88752,1.78294,65.6635,1.78294,65.6689,1.78294,65.6593,1.59648,0.78678,1.43099,0.807139,1.41559,0.769915,1.43099,0.780029,1.33575,5.04618,1.33575,5.14977,1.33575,5.01654,1.25007,12.5626,1.18494,13.427,1.18494,13.4563,1.18494,13.4034,1.12095,8.30403,1.12095,8.31649,1.13692,10.5423,0.993188,1.88731,0.89386,2.10489,0.861035,1.82359,0.89386,2.09378,0.8283,2.0386,0.439697,2.47043,0.114236,13.2529
0.439697,2.47664,1.61175,0.91595,1.26969,14.4304,1.00747,2.20395,1.80018,68.7532,1.80018,68.7596,1.80018,68.7491,1.61175,0.918668,1.44673,0.902885,1.43099,0.902608,1.44673,0.874945,1.35255,5.44449,1.35255,5.55881,1.35255,5.41696,1.26969,14.4224,1.20099,16.1274,1.20099,16.1526,1.20099,16.1036,1.13692,10.5576,1.13692,10.5668,1.15294,12.9884,1.00747,2.20376,0.912637,2.53002,0.879814,2.22557,0.912637,2.51766,0.846998,2.43773,0.454055,2.76295,0.130934,13.7025
0.454055,2.76883,1.62707,1.05123,1.28299,15.5376,1.02175,2.52841,1.82001,70.111,1.82001,70.118,1.82001,70.1075,1.62707,1.054,1.46273,1.02404,1.44673,1.00445,1.46273,0.994477,1.3686,5.77988,1.3686,5.90622,1.3686,5.74965,1.28299,15.5294,1.21711,18.9737,1.21711,18.9945,1.21711,18.9503,1.15294,13.0037,1.15294,13.0094,1.16896,15.5868,1.02175,2.52823,0.926785,2.86144,0.89386,2.53469,0.926785,2.84836,0.861035,2.74667,0.470776,3.06459,0.147891,14.0663
0.470776,3.07019,1.69395,1.63903,1.2994,16.9241,1.04047,2.97604,1.84282,70.4567,1.84282,70.4644,1.84282,70.454,1.69395,1.64196,1.47922,1.17239,1.46273,1.1302,1.47922,1.1391,1.3844,6.08171,1.3844,6.22123,1.3844,6.04897,1.2994,16.9156,1.23317,21.9356,1.23317,21.9503,1.23317,21.9125,1.16896,15.6021,1.16896,15.6038,1.18494,18.3083,1.04047,2.97588,0.940988,3.1995,0.912637,2.95968,0.940988,3.18604,0.879814,3.1747,0.487125,3.20722,0.16488,14.2798
0.487125,3.21262,1.72513,2.66047,1.31929,18.4058,1.05746,3.45687,1.86905,70.2232,1.86905,70.2316,1.86905,70.2214,1.72513,2.66254,1.49533,1.30714,1.47922,1.28774,1.49533,1.27123,1.40001,6.34589,1.40001,6.49807,1.40001,6.30997,1.31929,18.3971,1.25007,25.155,1.25007,25.1611,1.25007,25.133,1.18494,18.3234,1.18494,18.3206,1.20099,21.1634,1.05746,3.45667,0.959928,3.66706,0.926785,3.29282,0.959928,3.65206,0.89386,3.50129,0.504819,3.63334,0.178444,14.4009
0.504819,3.63837,1.7337,24.2868,1.33575,19.4573,1.07112,5.08618,1.89921,69.6296,1.89921,69.6384,1.89921,69.6285,1.7337,24.2764,1.51112,1.45958,1.49533,1.43017,1.51112,1.42131,1.41559,6.5952,1.41559,6.7607,1.41559,6.55633,1.33575,19.4485,1.26969,27.848,1.26969,27.8448,1.26969,27.8279,1.20099,21.178,1.20099,21.1705,1.21711,24.1461,1.07112,5.08596,0.974172,4.02613,0.940988,3.6339,0.974172,4.01041,0.912637,3.94687,0.519614,3.80901,0.195456,14.5725
